isUnsafe,x1,x2,A11,A21,A12,A22,b1,b2
0.0,1.0471975511965976,0.3,1.0,0.1,0.0,1.0,-0.6283918693244455,0.0
0.0,-0.4277629505782946,0.079960088390228,1.0,0.1,0.0,1.0,0.13452122388301063,0.0
0.0,0.3942324050409278,0.42518292136255736,1.0,0.1,0.0,1.0,-0.42496262646019484,0.0
